"Jurisdiction","Precinct","Race","Candidate","Votes"
"Washoe","SPARKS 6526","U.S. Representative in Congress, District 2","HANSEN, JANINE","16"
"Washoe","SPARKS 6526","District Court Judge, District 2, Department 15","HARDY, DAVID A.","373"
"Washoe","SPARKS 6526","COUNTY COMMISSION, DISTRICT 4","HARTUNG, VAUGHN","223"
"Washoe","SPARKS 6526","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","186"
"Washoe","SPARKS 6526","State Assembly, District 30","HOFF, RANDY","205"
"Washoe","SPARKS 6526","President and Vice President of the United States","JORGENSEN, JO","9"
"Washoe","SPARKS 6526","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","374"
"Washoe","SPARKS 6526","Court of Appeals Judge, Department 3","None Of These Candidates","99"
"Washoe","SPARKS 6526","Supreme Court Justice, Seat D","None Of These Candidates","82"
"Washoe","SPARKS 6526","Supreme Court Justice, Seat B","None Of These Candidates","66"
"Washoe","SPARKS 6526","President and Vice President of the United States","None Of These Candidates","6"
"Washoe","SPARKS 6526","Supreme Court Justice, Seat B","Pickering, Kristina","362"
"Washoe","SPARKS 6526","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","387"
"Washoe","SPARKS 6526","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","245"
"Washoe","SPARKS 6526","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","180"
"Washoe","SPARKS 6526","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","369"
"Washoe","SPARKS 6526","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","187"
"Washoe","SPARKS 6526","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","256"
"Washoe","SPARKS 6526","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","383"
"Washoe","SPARKS 6526","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","374"
"Washoe","SPARKS 6526","President and Vice President of the United States","TRUMP, DONALD J.","208"
"Washoe","SPARKS 6526","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","373"
"Washoe","SPARKS 6526","District Court Judge, District 2, Department  7","WALKER, EGAN K.","378"
"Washoe","SPARKS 6526","State Assembly, District 30","YOUNG, CHARLENE","23"
"Washoe","SPARKS 6527 (MP)","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","*"
"Washoe","SPARKS 6527 (MP)","U.S. Representative in Congress, District 2","Amodei, Mark E.","*"
"Washoe","SPARKS 6527 (MP)","COUNTY COMMISSION, DISTRICT 4","BAKER, MARIE","*"
"Washoe","SPARKS 6527 (MP)","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","*"
"Washoe","SPARKS 6527 (MP)","President and Vice President of the United States","BIDEN, JOSEPH R.","*"
"Washoe","SPARKS 6527 (MP)","President and Vice President of the United States","BLANKENSHIP, DON","*"
"Washoe","SPARKS 6527 (MP)","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","*"
"Washoe","SPARKS 6527 (MP)","Court of Appeals Judge, Department 3","Bulla, Bonnie","*"
"Washoe","SPARKS 6527 (MP)","Court of Appeals Judge, Department 3","BUSH, SUSAN","*"
"Washoe","SPARKS 6527 (MP)","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","*"
"Washoe","SPARKS 6527 (MP)","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","*"
"Washoe","SPARKS 6527 (MP)","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","*"
"Washoe","SPARKS 6527 (MP)","District Court Judge, District 2, Department  9","Freeman, Scott N.","*"
"Washoe","SPARKS 6527 (MP)","Supreme Court Justice, Seat D","FUMO, Ozzie","*"
"Washoe","SPARKS 6527 (MP)","District Court Judge, District 2, Department  2","Grossman, Dixie","*"
"Washoe","SPARKS 6527 (MP)","State Assembly, District 32","Hansen, Alexis M.","*"
"Washoe","SPARKS 6527 (MP)","U.S. Representative in Congress, District 2","HANSEN, JANINE","*"
"Washoe","SPARKS 6527 (MP)","District Court Judge, District 2, Department 15","HARDY, DAVID A.","*"
"Washoe","SPARKS 6527 (MP)","COUNTY COMMISSION, DISTRICT 4","HARTUNG, VAUGHN","*"
"Washoe","SPARKS 6527 (MP)","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","*"
"Washoe","SPARKS 6527 (MP)","President and Vice President of the United States","JORGENSEN, JO","*"
"Washoe","SPARKS 6527 (MP)","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","*"
"Washoe","SPARKS 6527 (MP)","Supreme Court Justice, Seat B","None Of These Candidates","*"
"Washoe","SPARKS 6527 (MP)","President and Vice President of the United States","None Of These Candidates","*"
"Washoe","SPARKS 6527 (MP)","Supreme Court Justice, Seat D","None Of These Candidates","*"
"Washoe","SPARKS 6527 (MP)","Court of Appeals Judge, Department 3","None Of These Candidates","*"
"Washoe","SPARKS 6527 (MP)","Supreme Court Justice, Seat B","Pickering, Kristina","*"
"Washoe","SPARKS 6527 (MP)","State Assembly, District 32","POVILAITIS, PAULA","*"
"Washoe","SPARKS 6527 (MP)","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","*"
"Washoe","SPARKS 6527 (MP)","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","*"
"Washoe","SPARKS 6527 (MP)","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","*"
"Washoe","SPARKS 6527 (MP)","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","*"
"Washoe","SPARKS 6527 (MP)","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","*"
"Washoe","SPARKS 6527 (MP)","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","*"
"Washoe","SPARKS 6527 (MP)","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","*"
"Washoe","SPARKS 6527 (MP)","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","*"
"Washoe","SPARKS 6527 (MP)","President and Vice President of the United States","TRUMP, DONALD J.","*"
"Washoe","SPARKS 6527 (MP)","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","*"
"Washoe","SPARKS 6527 (MP)","District Court Judge, District 2, Department  7","WALKER, EGAN K.","*"
"Washoe","SPARKS 6528 (MP)","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","*"
"Washoe","SPARKS 6528 (MP)","U.S. Representative in Congress, District 2","Amodei, Mark E.","*"
"Washoe","SPARKS 6528 (MP)","State Assembly, District 30","Anderson, Natha C.","*"
"Washoe","SPARKS 6528 (MP)","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","*"
"Washoe","SPARKS 6528 (MP)","President and Vice President of the United States","BIDEN, JOSEPH R.","*"
"Washoe","SPARKS 6528 (MP)","President and Vice President of the United States","BLANKENSHIP, DON","*"
"Washoe","SPARKS 6528 (MP)","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","*"
"Washoe","SPARKS 6528 (MP)","Court of Appeals Judge, Department 3","Bulla, Bonnie","*"
"Washoe","SPARKS 6528 (MP)","Court of Appeals Judge, Department 3","BUSH, SUSAN","*"
"Washoe","SPARKS 6528 (MP)","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","*"
"Washoe","SPARKS 6528 (MP)","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","*"
"Washoe","SPARKS 6528 (MP)","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","*"
"Washoe","SPARKS 6528 (MP)","District Court Judge, District 2, Department  9","Freeman, Scott N.","*"
"Washoe","SPARKS 6528 (MP)","Supreme Court Justice, Seat D","FUMO, Ozzie","*"
"Washoe","SPARKS 6528 (MP)","District Court Judge, District 2, Department  2","Grossman, Dixie","*"
"Washoe","SPARKS 6528 (MP)","U.S. Representative in Congress, District 2","HANSEN, JANINE","*"
"Washoe","SPARKS 6528 (MP)","District Court Judge, District 2, Department 15","HARDY, DAVID A.","*"
"Washoe","SPARKS 6528 (MP)","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","*"
"Washoe","SPARKS 6528 (MP)","State Assembly, District 30","HOFF, RANDY","*"
"Washoe","SPARKS 6528 (MP)","President and Vice President of the United States","JORGENSEN, JO","*"
"Washoe","SPARKS 6528 (MP)","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","*"
"Washoe","SPARKS 6528 (MP)","Court of Appeals Judge, Department 3","None Of These Candidates","*"
"Washoe","SPARKS 6528 (MP)","Supreme Court Justice, Seat D","None Of These Candidates","*"
"Washoe","SPARKS 6528 (MP)","Supreme Court Justice, Seat B","None Of These Candidates","*"
"Washoe","SPARKS 6528 (MP)","President and Vice President of the United States","None Of These Candidates","*"
"Washoe","SPARKS 6528 (MP)","Supreme Court Justice, Seat B","Pickering, Kristina","*"
"Washoe","SPARKS 6528 (MP)","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","*"
"Washoe","SPARKS 6528 (MP)","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","*"
"Washoe","SPARKS 6528 (MP)","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","*"
"Washoe","SPARKS 6528 (MP)","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","*"
"Washoe","SPARKS 6528 (MP)","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","*"
"Washoe","SPARKS 6528 (MP)","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","*"
"Washoe","SPARKS 6528 (MP)","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","*"
"Washoe","SPARKS 6528 (MP)","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","*"
"Washoe","SPARKS 6528 (MP)","President and Vice President of the United States","TRUMP, DONALD J.","*"
"Washoe","SPARKS 6528 (MP)","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","*"
"Washoe","SPARKS 6528 (MP)","District Court Judge, District 2, Department  7","WALKER, EGAN K.","*"
"Washoe","SPARKS 6528 (MP)","State Assembly, District 30","YOUNG, CHARLENE","*"
"Washoe","SPARKS 6529 (MP)","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","*"
"Washoe","SPARKS 6529 (MP)","U.S. Representative in Congress, District 2","Amodei, Mark E.","*"
"Washoe","SPARKS 6529 (MP)","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","*"
"Washoe","SPARKS 6529 (MP)","President and Vice President of the United States","BIDEN, JOSEPH R.","*"
"Washoe","SPARKS 6529 (MP)","President and Vice President of the United States","BLANKENSHIP, DON","*"
"Washoe","SPARKS 6529 (MP)","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","*"
"Washoe","SPARKS 6529 (MP)","Court of Appeals Judge, Department 3","Bulla, Bonnie","*"
"Washoe","SPARKS 6529 (MP)","Court of Appeals Judge, Department 3","BUSH, SUSAN","*"
"Washoe","SPARKS 6529 (MP)","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","*"
"Washoe","SPARKS 6529 (MP)","State Assembly, District 31","Daly, Richard ""Skip""","*"
"Washoe","SPARKS 6529 (MP)","State Assembly, District 31","Dickman, Jill","*"
"Washoe","SPARKS 6529 (MP)","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","*"
"Washoe","SPARKS 6529 (MP)","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","*"
"Washoe","SPARKS 6529 (MP)","District Court Judge, District 2, Department  9","Freeman, Scott N.","*"
"Washoe","SPARKS 6529 (MP)","Supreme Court Justice, Seat D","FUMO, Ozzie","*"
"Washoe","SPARKS 6529 (MP)","District Court Judge, District 2, Department  2","Grossman, Dixie","*"
"Washoe","SPARKS 6529 (MP)","U.S. Representative in Congress, District 2","HANSEN, JANINE","*"
"Washoe","SPARKS 6529 (MP)","District Court Judge, District 2, Department 15","HARDY, DAVID A.","*"
"Washoe","SPARKS 6529 (MP)","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","*"
"Washoe","SPARKS 6529 (MP)","President and Vice President of the United States","JORGENSEN, JO","*"
"Washoe","SPARKS 6529 (MP)","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","*"
"Washoe","SPARKS 6529 (MP)","Court of Appeals Judge, Department 3","None Of These Candidates","*"
"Washoe","SPARKS 6529 (MP)","Supreme Court Justice, Seat D","None Of These Candidates","*"
"Washoe","SPARKS 6529 (MP)","Supreme Court Justice, Seat B","None Of These Candidates","*"
"Washoe","SPARKS 6529 (MP)","President and Vice President of the United States","None Of These Candidates","*"
"Washoe","SPARKS 6529 (MP)","Supreme Court Justice, Seat B","Pickering, Kristina","*"
"Washoe","SPARKS 6529 (MP)","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","*"
"Washoe","SPARKS 6529 (MP)","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","*"
"Washoe","SPARKS 6529 (MP)","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","*"
"Washoe","SPARKS 6529 (MP)","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","*"
"Washoe","SPARKS 6529 (MP)","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","*"
"Washoe","SPARKS 6529 (MP)","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","*"
"Washoe","SPARKS 6529 (MP)","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","*"
"Washoe","SPARKS 6529 (MP)","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","*"
"Washoe","SPARKS 6529 (MP)","President and Vice President of the United States","TRUMP, DONALD J.","*"
"Washoe","SPARKS 6529 (MP)","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","*"
"Washoe","SPARKS 6529 (MP)","District Court Judge, District 2, Department  7","WALKER, EGAN K.","*"
"Washoe","SPARKS 6530 (MP)","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","*"
"Washoe","SPARKS 6530 (MP)","U.S. Representative in Congress, District 2","Amodei, Mark E.","*"
"Washoe","SPARKS 6530 (MP)","State Assembly, District 30","Anderson, Natha C.","*"
"Washoe","SPARKS 6530 (MP)","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","*"
"Washoe","SPARKS 6530 (MP)","President and Vice President of the United States","BIDEN, JOSEPH R.","*"
"Washoe","SPARKS 6530 (MP)","President and Vice President of the United States","BLANKENSHIP, DON","*"
"Washoe","SPARKS 6530 (MP)","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","*"
"Washoe","SPARKS 6530 (MP)","Court of Appeals Judge, Department 3","Bulla, Bonnie","*"
"Washoe","SPARKS 6530 (MP)","Court of Appeals Judge, Department 3","BUSH, SUSAN","*"
"Washoe","SPARKS 6530 (MP)","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","*"
"Washoe","SPARKS 6530 (MP)","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","*"
"Washoe","SPARKS 6530 (MP)","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","*"
"Washoe","SPARKS 6530 (MP)","District Court Judge, District 2, Department  9","Freeman, Scott N.","*"
"Washoe","SPARKS 6530 (MP)","Supreme Court Justice, Seat D","FUMO, Ozzie","*"
"Washoe","SPARKS 6530 (MP)","District Court Judge, District 2, Department  2","Grossman, Dixie","*"
"Washoe","SPARKS 6530 (MP)","U.S. Representative in Congress, District 2","HANSEN, JANINE","*"
"Washoe","SPARKS 6530 (MP)","District Court Judge, District 2, Department 15","HARDY, DAVID A.","*"
"Washoe","SPARKS 6530 (MP)","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","*"
"Washoe","SPARKS 6530 (MP)","State Assembly, District 30","HOFF, RANDY","*"
"Washoe","SPARKS 6530 (MP)","President and Vice President of the United States","JORGENSEN, JO","*"
"Washoe","SPARKS 6530 (MP)","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","*"
"Washoe","SPARKS 6530 (MP)","Court of Appeals Judge, Department 3","None Of These Candidates","*"
"Washoe","SPARKS 6530 (MP)","Supreme Court Justice, Seat D","None Of These Candidates","*"
"Washoe","SPARKS 6530 (MP)","Supreme Court Justice, Seat B","None Of These Candidates","*"
"Washoe","SPARKS 6530 (MP)","President and Vice President of the United States","None Of These Candidates","*"
"Washoe","SPARKS 6530 (MP)","Supreme Court Justice, Seat B","Pickering, Kristina","*"
"Washoe","SPARKS 6530 (MP)","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","*"
"Washoe","SPARKS 6530 (MP)","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","*"
"Washoe","SPARKS 6530 (MP)","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","*"
"Washoe","SPARKS 6530 (MP)","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","*"
"Washoe","SPARKS 6530 (MP)","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","*"
"Washoe","SPARKS 6530 (MP)","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","*"
"Washoe","SPARKS 6530 (MP)","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","*"
"Washoe","SPARKS 6530 (MP)","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","*"
"Washoe","SPARKS 6530 (MP)","President and Vice President of the United States","TRUMP, DONALD J.","*"
"Washoe","SPARKS 6530 (MP)","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","*"
"Washoe","SPARKS 6530 (MP)","District Court Judge, District 2, Department  7","WALKER, EGAN K.","*"
"Washoe","SPARKS 6530 (MP)","State Assembly, District 30","YOUNG, CHARLENE","*"
"Washoe","SPARKS 6531 MP","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","*"
"Washoe","SPARKS 6531 MP","U.S. Representative in Congress, District 2","Amodei, Mark E.","*"
"Washoe","SPARKS 6531 MP","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","*"
"Washoe","SPARKS 6531 MP","President and Vice President of the United States","BIDEN, JOSEPH R.","*"
"Washoe","SPARKS 6531 MP","President and Vice President of the United States","BLANKENSHIP, DON","*"
"Washoe","SPARKS 6531 MP","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","*"
"Washoe","SPARKS 6531 MP","Court of Appeals Judge, Department 3","Bulla, Bonnie","*"
"Washoe","SPARKS 6531 MP","Court of Appeals Judge, Department 3","BUSH, SUSAN","*"
"Washoe","SPARKS 6531 MP","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","*"
"Washoe","SPARKS 6531 MP","State Assembly, District 31","Daly, Richard ""Skip""","*"
"Washoe","SPARKS 6531 MP","State Assembly, District 31","Dickman, Jill","*"
"Washoe","SPARKS 6531 MP","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","*"
"Washoe","SPARKS 6531 MP","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","*"
"Washoe","SPARKS 6531 MP","District Court Judge, District 2, Department  9","Freeman, Scott N.","*"
"Washoe","SPARKS 6531 MP","Supreme Court Justice, Seat D","FUMO, Ozzie","*"
"Washoe","SPARKS 6531 MP","District Court Judge, District 2, Department  2","Grossman, Dixie","*"
"Washoe","SPARKS 6531 MP","U.S. Representative in Congress, District 2","HANSEN, JANINE","*"
"Washoe","SPARKS 6531 MP","District Court Judge, District 2, Department 15","HARDY, DAVID A.","*"
"Washoe","SPARKS 6531 MP","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","*"
"Washoe","SPARKS 6531 MP","President and Vice President of the United States","JORGENSEN, JO","*"
"Washoe","SPARKS 6531 MP","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","*"
"Washoe","SPARKS 6531 MP","Court of Appeals Judge, Department 3","None Of These Candidates","*"
"Washoe","SPARKS 6531 MP","Supreme Court Justice, Seat D","None Of These Candidates","*"
"Washoe","SPARKS 6531 MP","Supreme Court Justice, Seat B","None Of These Candidates","*"
"Washoe","SPARKS 6531 MP","President and Vice President of the United States","None Of These Candidates","*"
"Washoe","SPARKS 6531 MP","Supreme Court Justice, Seat B","Pickering, Kristina","*"
"Washoe","SPARKS 6531 MP","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","*"
"Washoe","SPARKS 6531 MP","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","*"
"Washoe","SPARKS 6531 MP","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","*"
"Washoe","SPARKS 6531 MP","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","*"
"Washoe","SPARKS 6531 MP","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","*"
"Washoe","SPARKS 6531 MP","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","*"
"Washoe","SPARKS 6531 MP","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","*"
"Washoe","SPARKS 6531 MP","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","*"
"Washoe","SPARKS 6531 MP","President and Vice President of the United States","TRUMP, DONALD J.","*"
"Washoe","SPARKS 6531 MP","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","*"
"Washoe","SPARKS 6531 MP","District Court Judge, District 2, Department  7","WALKER, EGAN K.","*"
"Washoe","SPARKS 7304","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","200"
"Washoe","SPARKS 7304","U.S. Representative in Congress, District 2","Amodei, Mark E.","158"
"Washoe","SPARKS 7304","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","272"
"Washoe","SPARKS 7304","State Assembly, District 27","Benitez-Thompson, Teresa","215"
"Washoe","SPARKS 7304","President and Vice President of the United States","BIDEN, JOSEPH R.","218"
"Washoe","SPARKS 7304","President and Vice President of the United States","BLANKENSHIP, DON","0"
"Washoe","SPARKS 7304","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","279"
"Washoe","SPARKS 7304","Court of Appeals Judge, Department 3","Bulla, Bonnie","106"
"Washoe","SPARKS 7304","Court of Appeals Judge, Department 3","BUSH, SUSAN","138"
"Washoe","SPARKS 7304","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","116"
"Washoe","SPARKS 7304","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","196"
"Washoe","SPARKS 7304","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","298"
"Washoe","SPARKS 7304","District Court Judge, District 2, Department  9","Freeman, Scott N.","293"
"Washoe","SPARKS 7304","Supreme Court Justice, Seat D","FUMO, Ozzie","135"
"Washoe","SPARKS 7304","State Senate, District 15","Gansert, Heidi S.","162"
"Washoe","SPARKS 7304","District Court Judge, District 2, Department  2","Grossman, Dixie","285"
"Washoe","SPARKS 7304","U.S. Representative in Congress, District 2","HANSEN, JANINE","17"
"Washoe","SPARKS 7304","District Court Judge, District 2, Department 15","HARDY, DAVID A.","274"
"Washoe","SPARKS 7304","State Assembly, District 27","HAWN, BARB","151"
"Washoe","SPARKS 7304","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","120"
"Washoe","SPARKS 7304","State Senate, District 15","JAUREGUI-JACKINS, WENDY","210"
"Washoe","SPARKS 7304","President and Vice President of the United States","JORGENSEN, JO","8"
"Washoe","SPARKS 7304","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","279"
"Washoe","SPARKS 7304","Supreme Court Justice, Seat B","None Of These Candidates","82"
"Washoe","SPARKS 7304","Supreme Court Justice, Seat D","None Of These Candidates","87"
"Washoe","SPARKS 7304","Court of Appeals Judge, Department 3","None Of These Candidates","93"
"Washoe","SPARKS 7304","President and Vice President of the United States","None Of These Candidates","9"
"Washoe","SPARKS 7304","Supreme Court Justice, Seat B","Pickering, Kristina","245"
"Washoe","SPARKS 7304","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","286"
"Washoe","SPARKS 7304","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","187"
"Washoe","SPARKS 7304","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","127"
"Washoe","SPARKS 7304","District Court Judge, District 2, Department 14 Family Division","SCHREINERT, TAMATHA R.","274"
"Washoe","SPARKS 7304","District Court Judge, District 2, Department 11 Family Division","SHANNON, GREG","110"
"Washoe","SPARKS 7304","District Court Judge, District 2, Department 10","SIGURDSON, KATHLEEN A.","189"
"Washoe","SPARKS 7304","District Court Judge, District 2, Department  6","SIMONS, LYNNE K.","278"
"Washoe","SPARKS 7304","District Court Judge, District 2, Department  4","STEINHEIMER, CONNIE","278"
"Washoe","SPARKS 7304","President and Vice President of the United States","TRUMP, DONALD J.","162"
"Washoe","SPARKS 7304","District Court Judge, District 2, Department 12 Family Division","UNSWORTH, SANDRA A.","268"
"Washoe","SPARKS 7304","District Court Judge, District 2, Department  7","WALKER, EGAN K.","278"
"Washoe","SPARKS 7306","U.S. Representative in Congress, District 2","ACKERMAN, PATRICIA","54"
"Washoe","SPARKS 7306","U.S. Representative in Congress, District 2","Amodei, Mark E.","23"
"Washoe","SPARKS 7306","District Court Judge, District 2, Department 16 Family Division","BANALES, AMIEE","61"
"Washoe","SPARKS 7306","State Assembly, District 27","Benitez-Thompson, Teresa","55"
"Washoe","SPARKS 7306","President and Vice President of the United States","BIDEN, JOSEPH R.","55"
"Washoe","SPARKS 7306","President and Vice President of the United States","BLANKENSHIP, DON","0"
"Washoe","SPARKS 7306","District Court Judge, District 2, Department  8","BRESLOW, BARRY LOUIS","60"
"Washoe","SPARKS 7306","Court of Appeals Judge, Department 3","Bulla, Bonnie","29"
"Washoe","SPARKS 7306","Court of Appeals Judge, Department 3","BUSH, SUSAN","20"
"Washoe","SPARKS 7306","District Court Judge, District 2, Department 13 Family Division","BUSHUR, AARON","28"
"Washoe","SPARKS 7306","District Court Judge, District 2, Department 11 Family Division","DOLLINGER, PAIGE","29"
"Washoe","SPARKS 7306","District Court Judge, District 2, Department  1","Drakulich, Kathleen M.","62"
"Washoe","SPARKS 7306","District Court Judge, District 2, Department  9","Freeman, Scott N.","61"
"Washoe","SPARKS 7306","Supreme Court Justice, Seat D","FUMO, Ozzie","29"
"Washoe","SPARKS 7306","State Senate, District 15","Gansert, Heidi S.","25"
"Washoe","SPARKS 7306","District Court Judge, District 2, Department  2","Grossman, Dixie","61"
"Washoe","SPARKS 7306","U.S. Representative in Congress, District 2","HANSEN, JANINE","1"
"Washoe","SPARKS 7306","District Court Judge, District 2, Department 15","HARDY, DAVID A.","61"
"Washoe","SPARKS 7306","State Assembly, District 27","HAWN, BARB","22"
"Washoe","SPARKS 7306","Supreme Court Justice, Seat D","HERNDON, DOUGLAS","29"
"Washoe","SPARKS 7306","State Senate, District 15","JAUREGUI-JACKINS, WENDY","53"
"Washoe","SPARKS 7306","President and Vice President of the United States","JORGENSEN, JO","0"
"Washoe","SPARKS 7306","District Court Judge, District 2, Department  5 Family Division","Lu, Cynthia","62"
"Washoe","SPARKS 7306","Court of Appeals Judge, Department 3","None Of These Candidates","26"
"Washoe","SPARKS 7306","Supreme Court Justice, Seat D","None Of These Candidates","19"
"Washoe","SPARKS 7306","President and Vice President of the United States","None Of These Candidates","4"
"Washoe","SPARKS 7306","Supreme Court Justice, Seat B","None Of These Candidates","23"
"Washoe","SPARKS 7306","Supreme Court Justice, Seat B","Pickering, Kristina","51"
"Washoe","SPARKS 7306","District Court Judge, District 2, Department  3","RIGGS, TAMMY M.","62"
"Washoe","SPARKS 7306","District Court Judge, District 2, Department 13 Family Division","ROBB, BRIDGET E.","31"
"Washoe","SPARKS 7306","District Court Judge, District 2, Department 10","SATTLER, ELLIOTT A.","20"
